48.129913,11.571819
48.12992,11.56888
48.129939,11.566828
48.12995,11.5815
48.129962,11.580732
48.129981,11.580789
48.129995,11.581806
48.130003,11.572802
48.130005,11.572998
48.130005,11.577392
48.130009,11.573775
48.130018,11.580962
48.130022,11.570229
48.130047,11.583816
48.130053,11.585075
48.130062,11.576749
48.130098,11.570156
48.130108,11.573389
48.130108,11.580652
48.130123,11.574096
48.130126,11.568136
48.130133,11.582341
48.130146,11.572617
48.130165,11.571782
48.130169,11.568854
48.130171,11.576229
48.130172,11.571003
48.130188,11.581421
48.130192,11.581422
48.130213,11.571754
48.130221,11.573606
48.130225,11.575591
48.130257,11.575986
48.130266,11.582625
48.130282,11.567331
48.130296,11.575221
48.130299,11.572196
48.130299,11.573011
48.130303,11.572659
48.130311,11.56765
48.13036,11.583433
48.130374,11.578523
48.130425,11.572842
48.130427,11.574068
48.130452,11.577002
48.130453,11.581252
48.130483,11.568193
48.130524,11.581906
48.130543,11.567296
48.130554,11.567505
48.130554,11.585083
48.130584,11.585083
48.130642,11.573107
48.130644,11.572698
48.130691,11.571982
48.130707,11.585876
48.130711,11.575804
48.130741,11.585039
48.130745,11.578395
48.130798,11.576538
48.130815,11.574704
48.130825,11.574369
48.130842,11.578205
48.130854,11.568104
48.130868,11.571289
48.130876,11.583012
48.130886,11.57369
48.130892,11.585928
48.130907,11.574097
48.130919,11.5706
48.130921,11.571167
48.13095,11.564299
48.130956,11.571068
48.130988,11.573478
48.131005,11.585083
48.131006,11.581159
48.131018,11.574097
48.13102,11.582463
48.131032,11.564951
48.131075,11.573032
48.131102,11.575725
48.131102,11.576973
48.131102,11.582204
48.131104,11.568604
48.131104,11.568606
48.131104,11.574097
48.131104,11.585083
48.131117,11.5685
48.131119,11.580972
48.13113,11.577525
48.131181,11.578684
48.131191,11.578386
48.131209,11.564574
48.131211,11.568067
48.131223,11.585083
48.131239,11.576928
48.13124,11.576095
48.13128,11.569281
48.131288,11.584901
48.131289,11.585543
48.131291,11.582972
48.131292,11.585279
48.131298,11.567054
48.131315,11.577087
48.131349,11.579998
48.131353,11.574097
48.131353,11.580089
48.131369,11.574913
48.13139,11.582953
48.131409,11.574097
48.13142,11.566614
48.131482,11.586053
48.131491,11.575393
48.131511,11.580868
48.131523,11.575488
48.131526,11.5779
48.131528,11.571162
48.131543,11.573435
48.131571,11.584106
48.13157,11.574239
48.131584,11.567641
48.131608,11.566847
48.131616,11.583647
